"id","distributor","invoice","date","isbn","title","author","qty","rrp","disc","lineCost","lineRRP","publisher"
169,"Macmillan Distribution (MDL)",58803167,"09-Jul-24",9781912217304,"HTR:How to Read Buildings HTR","Davidson CragoeCarol",1,12.99,50,6.5,12.99,"Bloomsbury Publishing Plc"
170,"Macmillan Distribution (MDL)",59371503,"04-Aug-24",9781912217304,"HTR:How to Read Buildings HTR","Davidson CragoeCarol",1,12.99,50,6.5,12.99,"Bloomsbury Publishing Plc"
171,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781912217304,"HTR:How to Read Buildings HTR","Davidson CragoeCarol",1,12.99,50,6.5,12.99,"Bloomsbury Publishing Plc"
172,"Macmillan Distribution (MDL)",57145638,"25-Apr-24",9781912114177,"BBCPG:BBC Proms 2024 BBCPG","BBC Proms Publications",1,9.99,45,5.49,9.99,"Bloomsbury Publishing Plc"
173,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781912114177,"BBCPG:BBC Proms 2024 BBCPG","BBC Proms Publications",1,9.99,45,5.49,9.99,"Bloomsbury Publishing Plc"
174,"Macmillan Distribution (MDL)",62052774,"26-Nov-24",9781911723523,"Ignorance and Bliss","Mark Lilla",1,18.99,30,13.29,18.99,"undefined"
175,"Macmillan Distribution (MDL)",56502658,"02-Apr-24",9781911723257,"Lagos","Cocks Tim",3,12.99,30,27.28,38.97,"C. Hurst and Company (Publishers) Limited"
176,"Macmillan Distribution (MDL)",58306333,"17-Jun-24",9781911723257,"Lagos","Cocks Tim",1,12.99,30,9.09,12.99,"C. Hurst and Company (Publishers) Limited"
177,"Macmillan Distribution (MDL)",62023049,"25-Nov-24",9781911723257,"Lagos","Cocks Tim",1,12.99,30,9.09,12.99,"C. Hurst and Company (Publishers) Limited"
178,"Macmillan Distribution (MDL)",62335679,"08-Dec-24",9781911723257,"Lagos","Cocks Tim",1,12.99,30,9.09,12.99,"C. Hurst and Company (Publishers) Limited"
179,"Macmillan Distribution (MDL)",61351972,"24-Oct-24",9781911711049,"The Seeker","Fuller Rachel",1,35,45,19.25,35,"4Word House"
180,"Macmillan Distribution (MDL)",54958972,"28-Jan-24",9781911679493,"Floof","McKinnon Heidi",1,6.99,55,3.15,6.99,"Allen & Unwin"
181,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781911679493,"Floof","McKinnon Heidi",1,6.99,55,3.15,6.99,"Allen & Unwin"
182,"Macmillan Distribution (MDL)",57661679,"22-May-24",9781911679493,"Floof","McKinnon Heidi",1,6.99,55,3.15,6.99,"Allen & Unwin"
183,"Macmillan Distribution (MDL)",58306333,"17-Jun-24",9781911679493,"Floof","McKinnon Heidi",1,6.99,55,3.15,6.99,"Allen & Unwin"
184,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781911679493,"Floof","McKinnon Heidi",1,6.99,55,3.15,6.99,"Allen & Unwin"
185,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781911679493,"Floof","McKinnon Heidi",1,6.99,55,3.15,6.99,"Allen & Unwin"
186,"Macmillan Distribution (MDL)",60664187,"29-Sep-24",9781911679493,"Floof","McKinnon Heidi",1,6.99,55,3.15,6.99,"Allen & Unwin"
187,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781911679493,"Floof","McKinnon Heidi",1,6.99,55,3.15,6.99,"Allen & Unwin"
188,"Macmillan Distribution (MDL)",54679674,"15-Jan-24",9781911679158,"Shackleton's Endurance","Grochowicz Joanna",1,7.99,55,3.6,7.99,"Unknown Publisher"
189,"Macmillan Distribution (MDL)",57899462,"31-May-24",9781911679158,"Shackleton's Endurance","Grochowicz Joanna",1,7.99,55,3.6,7.99,"Unknown Publisher"
190,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781911668589,"Brickman's Big Book of Better Build","McNaught Ryan",1,17.99,55,8.1,17.99,"Murdoch Books"
191,"Macmillan Distribution (MDL)",58125541,"12-Jun-24",9781911668589,"Brickman's Big Book of Better Build","McNaught Ryan",1,17.99,55,8.1,17.99,"Murdoch Books"
192,"Macmillan Distribution (MDL)",54560472,"08-Jan-24",9781911668473,"Chinese-Ish","Kaul Rosheen",1,22,55,9.9,22,"Murdoch Books Pty Limited"
193,"Macmillan Distribution (MDL)",57965511,"04-Jun-24",9781910593981,"The Dancing Plague","Gareth Brookes",1,17.99,45,9.89,17.99,"Metro Media Limited"
194,"Macmillan Distribution (MDL)",57019314,"22-Apr-24",9781910593806,"Wine","Benoist Simmat Daniel Ca",1,15.99,45,8.79,15.99,"SelfMadeHero"
195,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781910593806,"Wine","Benoist Simmat Daniel Ca",1,15.99,45,8.79,15.99,"SelfMadeHero"
196,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781910593752,"The Nao of Brown","Glyn Dillon",1,24.99,45,13.74,24.99,"Metro Media Limited"
197,"Macmillan Distribution (MDL)",59309115,"31-Jul-24",9781910593752,"The Nao of Brown","Glyn Dillon",1,24.99,45,13.74,24.99,"Metro Media Limited"
198,"Macmillan Distribution (MDL)",61218318,"21-Oct-24",9781904271086,"AS3:King Henry V","ShakespeareWilliam",1,8.99,35,5.84,8.99,"Arden"
199,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781903436592,"King Lear","",7,8.99,35,40.9,62.93,"Thomson Learning"
200,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781903436592,"King Lear","",1,8.99,35,5.84,8.99,"Thomson Learning"
201,"Macmillan Distribution (MDL)",61551351,"04-Nov-24",9781854594242,"Separate Tables","Rattigan Terence",1,13.99,38,8.67,13.99,"Nick Hern Books"
202,"Macmillan Distribution (MDL)",54521973,"04-Jan-24",9781852855550,"Witches Druids And King Arthur","HuttonRonald",1,31.99,50,16,31.99,"Hambledon & London"
203,"Macmillan Distribution (MDL)",60925932,"07-Oct-24",9781852493912,"Good Beer Guide 2025","Iain MacLeod",1,16.99,42.5,9.77,16.99,"undefined"
204,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781852493875,"The Good Beer Guide 2024","Dickinson Bruce",1,16.99,42.5,9.77,16.99,"Camra Books"
205,"Macmillan Distribution (MDL)",56532913,"04-Apr-24",9781852493851,"Desi Pubs","Jesudason David",1,14.99,42.5,8.62,14.99,"undefined"
206,"Macmillan Distribution (MDL)",58973232,"18-Jul-24",9781851685554,"Ethnic Cleansing Of Palestine","Pappe Ilan",1,12.99,55,5.85,12.99,"Oneworld Publications"
207,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781851685554,"Ethnic Cleansing Of Palestine","Pappe Ilan",1,12.99,55,5.85,12.99,"Oneworld Publications"
208,"Macmillan Distribution (MDL)",58973232,"18-Jul-24",9781849949231,"HOW TO CHOOSE CHESS MOVE REISS","SOLTIS  ANDREW",1,16.99,45,9.34,16.99,"Batsford Publishing"
209,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781849949231,"HOW TO CHOOSE CHESS MOVE REISS","SOLTIS  ANDREW",1,16.99,45,9.34,16.99,"Batsford Publishing"
210,"Macmillan Distribution (MDL)",61245587,"22-Oct-24",9781849949156,"CARDIGANS","KARLSSON  MAJA",1,25,45,13.75,25,"Batsford Publishing"
211,"Macmillan Distribution (MDL)",61778917,"14-Nov-24",9781849949156,"CARDIGANS","KARLSSON  MAJA",1,25,45,13.75,25,"Batsford Publishing"
212,"Macmillan Distribution (MDL)",59828708,"01-Sep-24",9781849949149,"HAPPY POEM TO START EVERY DAY","HUNTER  JANE MCMORLAND",1,25,45,13.75,25,"Batsford Publishing"
213,"Macmillan Distribution (MDL)",61607594,"06-Nov-24",9781849949149,"HAPPY POEM TO START EVERY DAY","HUNTER  JANE MCMORLAND",1,25,45,13.75,25,"Batsford Publishing"
214,"Macmillan Distribution (MDL)",60562368,"01-Oct-24",9781849948821,"Narrative Textiles","Ailish Henderson",1,25,45,13.75,25,"Batsford Publishing"
215,"Macmillan Distribution (MDL)",57771873,"26-May-24",9781849948722,"WE MADE A GARDEN","FISH  MARGERY",1,14.99,45,8.24,14.99,"Pavilion Books"
216,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781849948500,"CELTIC FAIRY TALES AND LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
217,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781849948500,"CELTIC FAIRY TALES AND LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
218,"Macmillan Distribution (MDL)",59020506,"22-Jul-24",9781849948500,"CELTIC FAIRY TALES AND LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
219,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781849948500,"CELTIC FAIRY TALES AND LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
220,"Macmillan Distribution (MDL)",60096146,"08-Sep-24",9781849948500,"CELTIC FAIRY TALES AND LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
221,"Macmillan Distribution (MDL)",60378850,"18-Sep-24",9781849948500,"CELTIC FAIRY TALES AND LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
222,"Macmillan Distribution (MDL)",61218318,"21-Oct-24",9781849948500,"CELTIC FAIRY TALES AND LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
223,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781849948500,"CELTIC FAIRY TALES AND LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
224,"Macmillan Distribution (MDL)",56269775,"01-Apr-24",9781849948258,"STATION","BEANLAND  CHRISTOPHER",1,25,45,13.75,25,"Pavilion Books"
225,"Macmillan Distribution (MDL)",56474883,"01-Apr-24",9781849948258,"STATION","BEANLAND  CHRISTOPHER",1,25,45,13.75,25,"Pavilion Books"
226,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781849948258,"STATION","BEANLAND  CHRISTOPHER",1,25,45,13.75,25,"Pavilion Books"
227,"Macmillan Distribution (MDL)",57965511,"04-Jun-24",9781849948227,"Spirit of London Jigsaw","B. T. Batsford",1,13.33,50,6.67,13.33,"Pavilion Books"
228,"Macmillan Distribution (MDL)",54560472,"08-Jan-24",9781849947985,"NATURE POEM EVRY WNTR EVENING","HUNTER  JANE MCMORLAND",1,14.99,45,8.24,14.99,"Pavilion Books"
229,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781849947985,"NATURE POEM EVRY WNTR EVENING","HUNTER  JANE MCMORLAND",1,14.99,45,8.24,14.99,"Pavilion Books"
230,"Macmillan Distribution (MDL)",62281986,"05-Dec-24",9781849947985,"NATURE POEM EVRY WNTR EVENING","HUNTER  JANE MCMORLAND",1,14.99,45,8.24,14.99,"Pavilion Books"
231,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781849947749,"TREASURY FOLKLORE: STARS SKIES","WINSHAM  WILLOW",1,14.99,45,8.24,14.99,"Batsford Publishing"
232,"Macmillan Distribution (MDL)",57513335,"14-May-24",9781849947749,"TREASURY FOLKLORE: STARS SKIES","WINSHAM  WILLOW",1,14.99,45,8.24,14.99,"Batsford Publishing"
233,"Macmillan Distribution (MDL)",61134297,"16-Oct-24",9781849947749,"TREASURY FOLKLORE: STARS SKIES","WINSHAM  WILLOW",1,14.99,45,8.24,14.99,"Batsford Publishing"
234,"Macmillan Distribution (MDL)",62281986,"05-Dec-24",9781849947749,"TREASURY FOLKLORE: STARS SKIES","WINSHAM  WILLOW",1,14.99,45,8.24,14.99,"Batsford Publishing"
235,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781849947688,"City Parks","Christopher Beanland",1,22.95,45,12.62,22.95,"Pavilion Books"
236,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781849947671,"Sea Pools","Romer-Lee Chris",1,25,45,13.75,25,"Batsford Publishing"
237,"Macmillan Distribution (MDL)",57019314,"22-Apr-24",9781849947671,"Sea Pools","Romer-Lee Chris",1,25,45,13.75,25,"Batsford Publishing"
238,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781849947671,"Sea Pools","Romer-Lee Chris",1,25,45,13.75,25,"Batsford Publishing"
239,"Macmillan Distribution (MDL)",62281986,"05-Dec-24",9781849947671,"Sea Pools","Romer-Lee Chris",1,25,45,13.75,25,"Batsford Publishing"
240,"Macmillan Distribution (MDL)",56846020,"14-Apr-24",9781849947664,"Anglo-Saxon Myths","Stratford Brice",1,16.99,45,9.34,16.99,"Pavilion Books"
241,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781849947664,"Anglo-Saxon Myths","Stratford Brice",1,16.99,45,9.34,16.99,"Pavilion Books"
242,"Macmillan Distribution (MDL)",57807436,"27-May-24",9781849947664,"Anglo-Saxon Myths","Stratford Brice",1,16.99,45,9.34,16.99,"Pavilion Books"
243,"Macmillan Distribution (MDL)",59250234,"29-Jul-24",9781849947664,"Anglo-Saxon Myths","Stratford Brice",1,16.99,45,9.34,16.99,"Pavilion Books"
244,"Macmillan Distribution (MDL)",55554115,"25-Feb-24",9781849946872,"TREASURY OF FOLKLORE: WOODLAND","CHAINEY  DEE DEE",1,14.99,45,8.24,14.99,"Pavilion Books"
245,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781849946872,"TREASURY OF FOLKLORE: WOODLAND","CHAINEY  DEE DEE",1,14.99,45,8.24,14.99,"Pavilion Books"
246,"Macmillan Distribution (MDL)",58639642,"01-Jul-24",9781849946872,"TREASURY OF FOLKLORE: WOODLAND","CHAINEY  DEE DEE",1,14.99,45,8.24,14.99,"Pavilion Books"
247,"Macmillan Distribution (MDL)",61108342,"15-Oct-24",9781849946872,"TREASURY OF FOLKLORE: WOODLAND","CHAINEY  DEE DEE",1,14.99,45,8.24,14.99,"Pavilion Books"
248,"Macmillan Distribution (MDL)",61351972,"24-Oct-24",9781849946872,"TREASURY OF FOLKLORE: WOODLAND","CHAINEY  DEE DEE",1,14.99,45,8.24,14.99,"Pavilion Books"
249,"Macmillan Distribution (MDL)",61551351,"04-Nov-24",9781849946872,"TREASURY OF FOLKLORE: WOODLAND","CHAINEY  DEE DEE",1,14.99,45,8.24,14.99,"Pavilion Books"
250,"Macmillan Distribution (MDL)",62619936,"22-Dec-24",9781849946872,"TREASURY OF FOLKLORE: WOODLAND","CHAINEY  DEE DEE",1,14.99,45,8.24,14.99,"Pavilion Books"
251,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781849946056,"NATURE WRITING FOR EVERY DAY O","MCMORLAND HUNTER  JANE",1,20,45,11,20,"Pavilion Books"
252,"Macmillan Distribution (MDL)",61778917,"14-Nov-24",9781849946056,"NATURE WRITING FOR EVERY DAY O","MCMORLAND HUNTER  JANE",1,20,45,11,20,"Pavilion Books"
253,"Macmillan Distribution (MDL)",54484024,"02-Jan-24",9781849945431,"ENGLISH FAIRY TALES AND LEGEND","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
254,"Macmillan Distribution (MDL)",62427336,"11-Dec-24",9781849945431,"ENGLISH FAIRY TALES AND LEGEND","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
255,"Macmillan Distribution (MDL)",54633844,"11-Jan-24",9781849945417,"ARTHURIAN LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
256,"Macmillan Distribution (MDL)",55075160,"31-Jan-24",9781849945417,"ARTHURIAN LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
257,"Macmillan Distribution (MDL)",55461915,"20-Feb-24",9781849945417,"ARTHURIAN LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
258,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781849945417,"ARTHURIAN LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
259,"Macmillan Distribution (MDL)",57203913,"29-Apr-24",9781849945417,"ARTHURIAN LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
260,"Macmillan Distribution (MDL)",61636292,"07-Nov-24",9781849945417,"ARTHURIAN LEGENDS","KERVEN  ROSALIND",1,14.99,45,8.24,14.99,"Pavilion Books"
261,"Macmillan Distribution (MDL)",62566565,"18-Dec-24",9781849944915,"Isokon and the Bauhaus in Britain","Leyla Daybelge",1,25,45,13.75,25,"Pavilion Books"
262,"Macmillan Distribution (MDL)",60561051,"24-Sep-24",9781849944809,"SKETCHBOOK EXPLORATIONS","RHODES  SHELLEY",1,25,45,13.75,25,"Pavilion Books"
263,"Macmillan Distribution (MDL)",60561051,"24-Sep-24",9781849944809,"SKETCHBOOK EXPLORATIONS","RHODES  SHELLEY",1,25,45,13.75,25,"Pavilion Books"
264,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781849944809,"SKETCHBOOK EXPLORATIONS","RHODES  SHELLEY",1,25,45,13.75,25,"Pavilion Books"
265,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781849940368,"Brian Cook's Landscapes of Britain","Brian Cook",1,9.99,45,5.49,9.99,"B.T. Batsford"
266,"Macmillan Distribution (MDL)",58712986,"04-Jul-24",9781849087834,"WAR:161 Tunnel Rat in Vietnam","RottmanGordon L.",1,14.99,50,7.5,14.99,"Osprey Publishing"
267,"Macmillan Distribution (MDL)",54995770,"29-Jan-24",9781848698673,"Moon","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
268,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781848698673,"Moon","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
269,"Macmillan Distribution (MDL)",62335679,"08-Dec-24",9781848698673,"Moon","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
270,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781848691810,"Tree","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
271,"Macmillan Distribution (MDL)",60439450,"22-Sep-24",9781848579934,"The Humans","Marx Jonny",1,19.99,45,10.99,19.99,"Little Tiger Press Group"
272,"Macmillan Distribution (MDL)",61858392,"19-Nov-24",9781848578432,"The Girls","Ace Lauren",1,7.99,45,4.39,7.99,"Caterpillar Books"
273,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781848578432,"The Girls","Ace Lauren",1,7.99,45,4.39,7.99,"Caterpillar Books"
274,"Macmillan Distribution (MDL)",60378850,"18-Sep-24",9781848577459,"Everybody’s Welcome","Patricia Hegarty",1,7.99,45,4.39,7.99,"undefined"
275,"Macmillan Distribution (MDL)",57899462,"31-May-24",9781848576070,"Above and Below","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
276,"Macmillan Distribution (MDL)",60054311,"04-Sep-24",9781848576070,"Above and Below","Hegarty Patricia",5,7.99,45,21.97,39.95,"Little Tiger Press Group"
277,"Macmillan Distribution (MDL)",60172128,"10-Sep-24",9781848576070,"Above and Below","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
278,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781848576070,"Above and Below","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
279,"Macmillan Distribution (MDL)",61351972,"24-Oct-24",9781848576070,"Above and Below","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
280,"Macmillan Distribution (MDL)",57771873,"26-May-24",9781848427303,"Nine Night","Gordon Natasha",7,10.99,38,47.7,76.93,"Hern Books, Limited, Nick"
281,"Macmillan Distribution (MDL)",57479463,"13-May-24",9781848420502,"Jerusalem","Butterworth Jez",1,10.99,38,6.81,10.99,"Nick Hern Books"
282,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781848420502,"Jerusalem","Butterworth Jez",1,10.99,38,6.81,10.99,"Nick Hern Books"
283,"Macmillan Distribution (MDL)",62427336,"11-Dec-24",9781848420502,"Jerusalem","Butterworth Jez",14,10.99,38,95.39,153.86,"Nick Hern Books"
284,"Macmillan Distribution (MDL)",58125541,"12-Jun-24",9781847499165,"War","CelineLouis-Ferdinand",2,14.99,45,16.49,29.98,"Alma Classics"
285,"Macmillan Distribution (MDL)",55461915,"20-Feb-24",9781847499127,"Peter Rabbit Stories","",1,12.99,45,7.14,12.99,"Alma Classics"
286,"Macmillan Distribution (MDL)",58803167,"09-Jul-24",9781847499127,"Peter Rabbit Stories","",1,12.99,45,7.14,12.99,"Alma Classics"
287,"Macmillan Distribution (MDL)",59250234,"29-Jul-24",9781847499127,"Peter Rabbit Stories","",1,12.99,45,7.14,12.99,"Alma Classics"
288,"Macmillan Distribution (MDL)",61351972,"24-Oct-24",9781847499127,"Peter Rabbit Stories","",1,12.99,45,7.14,12.99,"Alma Classics"
289,"Macmillan Distribution (MDL)",57479463,"13-May-24",9781847498786,"Simplicius Simplicissimus","GrimmelshausenH.J.C.",1,8.99,45,4.94,8.99,"Bloomsbury Publishing USA"
290,"Macmillan Distribution (MDL)",55461915,"20-Feb-24",9781847497277,"Tenant of Wildfell Hall","",1,6.99,45,3.84,6.99,"Alma Classics"
291,"Macmillan Distribution (MDL)",56076063,"18-Mar-24",9781847497277,"Tenant of Wildfell Hall","",1,6.99,45,3.84,6.99,"Alma Classics"
292,"Macmillan Distribution (MDL)",58040368,"09-Jun-24",9781847497277,"Tenant of Wildfell Hall","",1,6.99,45,3.84,6.99,"Alma Classics"
293,"Macmillan Distribution (MDL)",58920635,"16-Jul-24",9781847497277,"Tenant of Wildfell Hall","",1,6.99,45,3.84,6.99,"Alma Classics"
294,"Macmillan Distribution (MDL)",60022223,"03-Sep-24",9781847497277,"Tenant of Wildfell Hall","",1,6.99,45,3.84,6.99,"Alma Classics"
295,"Macmillan Distribution (MDL)",58803167,"09-Jul-24",9781847495730,"The Secret Garden","",1,7.99,45,4.39,7.99,"Alma Classics"
296,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781847493842,"Tales of Terror and Mystery","DoyleArthur Conan",1,7.99,45,4.39,7.99,"Alma Classics"
297,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781847493842,"Tales of Terror and Mystery","DoyleArthur Conan",1,7.99,45,4.39,7.99,"Alma Classics"
298,"Macmillan Distribution (MDL)",60235073,"12-Sep-24",9781847493842,"Tales of Terror and Mystery","DoyleArthur Conan",1,7.99,45,4.39,7.99,"Alma Classics"
299,"Macmillan Distribution (MDL)",59417171,"06-Aug-24",9781847159489,"The Truth About Lies","Darnton Tracy",1,8.99,45,4.94,8.99,"Little Tiger Press Group"
300,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781845068578,"Sylvia and Bird","Rayner Catherine",1,6.99,45,3.84,6.99,"Little Tiger Press"
301,"Macmillan Distribution (MDL)",56076063,"18-Mar-24",9781845068578,"Sylvia and Bird","Rayner Catherine",1,6.99,45,3.84,6.99,"Little Tiger Press"
302,"Macmillan Distribution (MDL)",56846020,"14-Apr-24",9781845068578,"Sylvia and Bird","Rayner Catherine",1,6.99,45,3.84,6.99,"Little Tiger Press"
303,"Macmillan Distribution (MDL)",58125541,"12-Jun-24",9781845068578,"Sylvia and Bird","Rayner Catherine",1,6.99,45,3.84,6.99,"Little Tiger Press"
304,"Macmillan Distribution (MDL)",59417171,"06-Aug-24",9781845068578,"Sylvia and Bird","Rayner Catherine",1,6.99,45,3.84,6.99,"Little Tiger Press"
305,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781845068578,"Sylvia and Bird","Rayner Catherine",1,6.99,45,3.84,6.99,"Little Tiger Press"
306,"Macmillan Distribution (MDL)",61551351,"04-Nov-24",9781845068578,"Sylvia and Bird","Rayner Catherine",1,7.99,45,4.39,7.99,"Little Tiger Press"
307,"Macmillan Distribution (MDL)",61858392,"19-Nov-24",9781845068578,"Sylvia and Bird","Rayner Catherine",1,7.99,45,4.39,7.99,"Little Tiger Press"
308,"Macmillan Distribution (MDL)",54485411,"02-Jan-24",9781844866342,"Spectacular Britain","SeneKevin",1,20,50,10,20,"Bloomsbury Publishing Plc"
309,"Macmillan Distribution (MDL)",56076063,"18-Mar-24",9781844866281,"Camping Bible The","BensonJen",1,20,50,10,20,"Bloomsbury Publishing Plc"
310,"Macmillan Distribution (MDL)",61389546,"27-Oct-24",9781841659275,"Bridgerton's Bath","Antonia Hicks",1,6.99,45,3.84,6.99,"Pavilion Books"
311,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781839768880,"IF ONLY","HJORTH  VIGDIS",1,12.99,45,7.14,12.99,"Verso Books"
312,"Macmillan Distribution (MDL)",62725949,"24-Dec-24",9781839768712,"MY COUNTRY  AFRICA: AUTOBIOGRA","BLOUIN  ANDRÃE",2,18.99,45,20.89,37.98,"Verso Books"
313,"Macmillan Distribution (MDL)",60807522,"02-Oct-24",9781839766404,"CROOKED PLOW","JUNIOR  ITAMAR VIEIRA",2,10.99,45,12.09,21.98,"Verso Books"
314,"Macmillan Distribution (MDL)",60807522,"02-Oct-24",9781839766404,"CROOKED PLOW","JUNIOR  ITAMAR VIEIRA",3,10.99,45,18.13,32.97,"Verso Books"
315,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781839766404,"CROOKED PLOW","JUNIOR  ITAMAR VIEIRA",2,10.99,45,12.09,21.98,"Verso Books"
316,"Macmillan Distribution (MDL)",62023049,"25-Nov-24",9781839766404,"CROOKED PLOW","JUNIOR  ITAMAR VIEIRA",1,10.99,45,6.04,10.99,"Verso Books"
317,"Macmillan Distribution (MDL)",62052774,"26-Nov-24",9781839766404,"CROOKED PLOW","JUNIOR  ITAMAR VIEIRA",1,10.99,45,6.04,10.99,"Verso Books"
318,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781839766404,"CROOKED PLOW","JUNIOR  ITAMAR VIEIRA",1,10.99,45,6.04,10.99,"Verso Books"
319,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781839764011,"HAPPY HOUR","GRANADOS  MARLOWE",1,10.99,45,6.04,10.99,"Verso Fiction"
320,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781839763281,"BAD GAYS","LEMMEY  HUW",1,11.99,45,6.59,11.99,"Verso Books"
321,"Macmillan Distribution (MDL)",61411150,"28-Oct-24",9781839760921,"Chavs","Jones",1,9.99,45,5.49,9.99,"Bloomsbury Publishing Plc"
322,"Macmillan Distribution (MDL)",60144744,"09-Sep-24",9781839760259,"HOW TO BLOW UP A PIPELINE","MALM  ANDREAS",1,10.99,45,6.04,10.99,"Verso Books"
323,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781839760259,"HOW TO BLOW UP A PIPELINE","MALM  ANDREAS",1,10.99,45,6.04,10.99,"Verso Books"
324,"Macmillan Distribution (MDL)",57807436,"27-May-24",9781839059971,"RG Wales","Guides Rough",1,17.99,35,11.69,17.99,"APA Digital AG"
325,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781839059971,"RG Wales","Guides Rough",1,17.99,35,11.69,17.99,"APA Digital AG"
326,"Macmillan Distribution (MDL)",57661679,"22-May-24",9781839059940,"RG Devon & Cornwall","Guides Rough",1,16.99,35,11.04,16.99,"APA Digital AG"
327,"Macmillan Distribution (MDL)",57807436,"27-May-24",9781839059940,"RG Devon & Cornwall","Guides Rough",1,16.99,35,11.04,16.99,"APA Digital AG"
328,"Macmillan Distribution (MDL)",61191134,"20-Oct-24",9781839059889,"RG Morocco","Guides Rough",1,17.99,35,11.69,17.99,"APA Digital AG"
